"business_id","date","ViolationTypeID","risk_category","description"
32862,"20131104",103148,"Low Risk","No thermometers or uncalibrated thermometers "
32862,"20131104",103123,"Moderate Risk","Food in poor condition"
32862,"20131104",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
32862,"20140611",103142,"Low Risk","Unclean nonfood contact surfaces"
32862,"20140611",103120,"Moderate Risk","Moderate risk food holding temperature "
32862,"20140611",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
32862,"20121203",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
32862,"20121203",103142,"Low Risk","Unclean nonfood contact surfaces"
32862,"20121203",103131,"Moderate Risk","Moderate risk vermin infestation"
32872,"20140106",103147,"Low Risk","Inadequate ventilation or lighting"
32872,"20140106",103133,"Moderate Risk","Foods not protected from contamination"
32872,"20140106",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
32872,"20130201",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
32872,"20130201",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
32872,"20141008",103157,"Low Risk","Food safety certificate or food handler card not available"
32872,"20141008",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
32872,"20141008",103142,"Low Risk","Unclean nonfood contact surfaces"
32872,"20141008",103120,"Moderate Risk","Moderate risk food holding temperature "
32872,"20141008",103148,"Low Risk","No thermometers or uncalibrated thermometers "
32887,"20140211",103139,"Low Risk","Improper food storage"
32887,"20140211",103127,"Moderate Risk","Noncompliance with HAACP plan or variance"
32887,"20140211",103128,"Moderate Risk","Consumer advisory not provided for raw or undercooked foods"
32887,"20130805",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
32887,"20130805",103123,"Moderate Risk","Food in poor condition"
32887,"20130805",103120,"Moderate Risk","Moderate risk food holding temperature "
32887,"20121001",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
32887,"20121001",103102,"High Risk","Unclean hands or improper use of gloves"
32887,"20121001",103105,"High Risk","Improper cooling methods"
32887,"20121001",103139,"Low Risk","Improper food storage"
32887,"20121001",103157,"Low Risk","Food safety certificate or food handler card not available"
32887,"20121001",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
32887,"20130128",103139,"Low Risk","Improper food storage"
32887,"20130128",103157,"Low Risk","Food safety certificate or food handler card not available"
32887,"20130128",103145,"Low Risk","Improper storage of equipment utensils or linens"
32919,"20130326",103138,"Low Risk","Improper storage use or identification of toxic substances"
32919,"20130326",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
32919,"20130326",103134,"Moderate Risk","Other moderate risk violation"
32919,"20130326",103131,"Moderate Risk","Moderate risk vermin infestation"
32919,"20130326",103157,"Low Risk","Food safety certificate or food handler card not available"
32919,"20130326",103142,"Low Risk","Unclean nonfood contact surfaces"
32925,"20150428",103139,"Low Risk","Improper food storage"
32925,"20150428",103141,"Low Risk","Improper food labeling or menu misrepresentation"
32925,"20150428",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
32925,"20140115",103141,"Low Risk","Improper food labeling or menu misrepresentation"
32925,"20140115",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
32925,"20140115",103103,"High Risk","High risk food holding temperature "
32925,"20140115",103105,"High Risk","Improper cooling methods"
32925,"20140115",103114,"High Risk","High risk vermin infestation"
32925,"20140115",103139,"Low Risk","Improper food storage"
32925,"20130611",103133,"Moderate Risk","Foods not protected from contamination"
32925,"20130611",103139,"Low Risk","Improper food storage"
32925,"20130611",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
32925,"20140519",103105,"High Risk","Improper cooling methods"
32925,"20140519",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
32925,"20140519",103120,"Moderate Risk","Moderate risk food holding temperature "
32925,"20140519",103114,"High Risk","High risk vermin infestation"
32925,"20121221",103145,"Low Risk","Improper storage of equipment utensils or linens"
32925,"20121221",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
32925,"20121221",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
32925,"20121221",103142,"Low Risk","Unclean nonfood contact surfaces"
32992,"20140205",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
32992,"20140205",103120,"Moderate Risk","Moderate risk food holding temperature "
32992,"20131209",103102,"High Risk","Unclean hands or improper use of gloves"
32992,"20131209",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
32992,"20131209",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
32992,"20131209",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
32992,"20131209",103114,"High Risk","High risk vermin infestation"
32992,"20140205",103109,"High Risk","Unclean or unsanitary food contact surfaces"
32992,"20130321",103150,"Low Risk","Improper or defective plumbing"
32992,"20130321",103120,"Moderate Risk","Moderate risk food holding temperature "
32992,"20130321",103123,"Moderate Risk","Food in poor condition"
32992,"20130321",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
32992,"20130321",103139,"Low Risk","Improper food storage"
32992,"20130321",103156,"Low Risk","Permit license or inspection report not posted"
32992,"20130321",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
32992,"20140627",103102,"High Risk","Unclean hands or improper use of gloves"
32992,"20140627",103139,"Low Risk","Improper food storage"
32992,"20140627",103132,"Moderate Risk","Improper thawing methods "
32992,"20140627",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
32992,"20140627",103104,"High Risk","Unauthorized or unsafe use of time as a public health control measure"
32992,"20140627",103103,"High Risk","High risk food holding temperature "
32992,"20140627",103158,"Low Risk","Unpermitted food facility"
33011,"20150226",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33011,"20150226",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33011,"20150226",103109,"High Risk","Unclean or unsanitary food contact surfaces"
33011,"20150226",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33011,"20150226",103142,"Low Risk","Unclean nonfood contact surfaces"
33011,"20130521",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33011,"20120917",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33011,"20140625",103134,"Moderate Risk","Other moderate risk violation"
33011,"20140625",103120,"Moderate Risk","Moderate risk food holding temperature "
33012,"20131217",103142,"Low Risk","Unclean nonfood contact surfaces"
33012,"20131217",103150,"Low Risk","Improper or defective plumbing"
33012,"20121101",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33012,"20121101",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33012,"20121101",103120,"Moderate Risk","Moderate risk food holding temperature "
33012,"20121101",103147,"Low Risk","Inadequate ventilation or lighting"
33014,"20150204",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33014,"20131119",103103,"High Risk","High risk food holding temperature "
33014,"20130326",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33014,"20130326",103145,"Low Risk","Improper storage of equipment utensils or linens"
33054,"20150803",103147,"Low Risk","Inadequate ventilation or lighting"
33054,"20150803",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33054,"20130405",103120,"Moderate Risk","Moderate risk food holding temperature "
33054,"20140625",103120,"Moderate Risk","Moderate risk food holding temperature "
33056,"20141215",103156,"Low Risk","Permit license or inspection report not posted"
33056,"20141215",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33056,"20141215",103145,"Low Risk","Improper storage of equipment utensils or linens"
33056,"20130830",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33056,"20130830",103145,"Low Risk","Improper storage of equipment utensils or linens"
33056,"20130830",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
33056,"20130830",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33056,"20140411",103145,"Low Risk","Improper storage of equipment utensils or linens"
33056,"20140411",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33056,"20140411",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33069,"20130718",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33069,"20130718",103134,"Moderate Risk","Other moderate risk violation"
33069,"20130718",103161,"Low Risk","Low risk vermin infestation"
33069,"20141003",103148,"Low Risk","No thermometers or uncalibrated thermometers "
33069,"20141003",103105,"High Risk","Improper cooling methods"
33077,"20150127",103105,"High Risk","Improper cooling methods"
33077,"20140110",103105,"High Risk","Improper cooling methods"
33077,"20140110",103139,"Low Risk","Improper food storage"
33077,"20140110",103131,"Moderate Risk","Moderate risk vermin infestation"
33077,"20140110",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33077,"20140110",103142,"Low Risk","Unclean nonfood contact surfaces"
33077,"20140110",103157,"Low Risk","Food safety certificate or food handler card not available"
33077,"20140110",103156,"Low Risk","Permit license or inspection report not posted"
33077,"20140110",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33077,"20130529",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33077,"20130529",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33077,"20130529",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33077,"20130529",103142,"Low Risk","Unclean nonfood contact surfaces"
33077,"20130529",103139,"Low Risk","Improper food storage"
33077,"20130529",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
33077,"20140530",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33077,"20140530",103142,"Low Risk","Unclean nonfood contact surfaces"
33077,"20120828",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33077,"20120828",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33077,"20120828",103151,"Low Risk","Inadequate or unsanitary refuse containers or area or no garbage service"
33077,"20120828",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
33078,"20140204",103139,"Low Risk","Improper food storage"
33078,"20140204",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33078,"20121108",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33078,"20121108",103133,"Moderate Risk","Foods not protected from contamination"
33078,"20121108",103150,"Low Risk","Improper or defective plumbing"
33078,"20121108",103162,"Low Risk","Other low risk violation"
33078,"20121108",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33084,"20130402",103143,"Low Risk","Inadequate warewashing facilities or equipment"
33084,"20140807",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33084,"20140807",103177,"Low Risk","Non service animal"
33093,"20141201",103103,"High Risk","High risk food holding temperature "
33093,"20141201",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33093,"20141201",103133,"Moderate Risk","Foods not protected from contamination"
33093,"20141201",103143,"Low Risk","Inadequate warewashing facilities or equipment"
33093,"20130912",103131,"Moderate Risk","Moderate risk vermin infestation"
33093,"20130912",103129,"Moderate Risk","Insufficient hot water or running water"
33093,"20140410",103142,"Low Risk","Unclean nonfood contact surfaces"
33093,"20130130",103130,"Moderate Risk","Inadequate sewage or wastewater disposal"
33093,"20130130",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33096,"20150610",103114,"High Risk","High risk vermin infestation"
33096,"20131217",103105,"High Risk","Improper cooling methods"
33096,"20130521",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33096,"20130521",103133,"Moderate Risk","Foods not protected from contamination"
33096,"20140514",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
33096,"20140514",103139,"Low Risk","Improper food storage"
33096,"20140514",103114,"High Risk","High risk vermin infestation"
33096,"20130108",103133,"Moderate Risk","Foods not protected from contamination"
33096,"20130108",103142,"Low Risk","Unclean nonfood contact surfaces"
33110,"20131106",103102,"High Risk","Unclean hands or improper use of gloves"
33110,"20131106",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
33110,"20131106",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33110,"20131106",103114,"High Risk","High risk vermin infestation"
33110,"20131106",103132,"Moderate Risk","Improper thawing methods "
33110,"20130604",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33110,"20130109",103120,"Moderate Risk","Moderate risk food holding temperature "
33110,"20130109",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33110,"20140613",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33110,"20140613",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33110,"20140613",103131,"Moderate Risk","Moderate risk vermin infestation"
33113,"20140123",103142,"Low Risk","Unclean nonfood contact surfaces"
33113,"20140123",103120,"Moderate Risk","Moderate risk food holding temperature "
33113,"20130617",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33113,"20120924",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33113,"20120924",103150,"Low Risk","Improper or defective plumbing"
33117,"20150121",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33117,"20150121",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33117,"20150121",103107,"High Risk","Improper reheating of food"
33117,"20150121",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33117,"20150121",103161,"Low Risk","Low risk vermin infestation"
33117,"20150121",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
33117,"20130808",103139,"Low Risk","Improper food storage"
33117,"20130808",103105,"High Risk","Improper cooling methods"
33117,"20130808",103131,"Moderate Risk","Moderate risk vermin infestation"
33117,"20130808",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33117,"20140409",103139,"Low Risk","Improper food storage"
33117,"20140409",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33117,"20140409",103105,"High Risk","Improper cooling methods"
33125,"20150710",103145,"Low Risk","Improper storage of equipment utensils or linens"
33125,"20150710",103138,"Low Risk","Improper storage use or identification of toxic substances"
33125,"20150710",103131,"Moderate Risk","Moderate risk vermin infestation"
33125,"20150710",103120,"Moderate Risk","Moderate risk food holding temperature "
33125,"20130916",103133,"Moderate Risk","Foods not protected from contamination"
33125,"20130916",103148,"Low Risk","No thermometers or uncalibrated thermometers "
33125,"20130916",103107,"High Risk","Improper reheating of food"
33125,"20140516",103133,"Moderate Risk","Foods not protected from contamination"
33125,"20140516",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33125,"20140516",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33145,"20150309",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33145,"20150309",103156,"Low Risk","Permit license or inspection report not posted"
33145,"20130930",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
33145,"20130930",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33145,"20130930",103161,"Low Risk","Low risk vermin infestation"
33145,"20130930",103156,"Low Risk","Permit license or inspection report not posted"
33145,"20130930",103157,"Low Risk","Food safety certificate or food handler card not available"
33145,"20140226",103156,"Low Risk","Permit license or inspection report not posted"
33145,"20140226",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33145,"20140226",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
33145,"20130308",103139,"Low Risk","Improper food storage"
33145,"20130308",103145,"Low Risk","Improper storage of equipment utensils or linens"
33145,"20130308",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33160,"20150302",103145,"Low Risk","Improper storage of equipment utensils or linens"
33160,"20150302",103103,"High Risk","High risk food holding temperature "
33160,"20131122",103120,"Moderate Risk","Moderate risk food holding temperature "
33160,"20131122",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33160,"20131122",103142,"Low Risk","Unclean nonfood contact surfaces"
33160,"20131122",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33173,"20141201",103147,"Low Risk","Inadequate ventilation or lighting"
33173,"20140519",103156,"Low Risk","Permit license or inspection report not posted"
33173,"20140519",103120,"Moderate Risk","Moderate risk food holding temperature "
33173,"20121003",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
33173,"20121003",103131,"Moderate Risk","Moderate risk vermin infestation"
33190,"20140214",103102,"High Risk","Unclean hands or improper use of gloves"
33190,"20130130",103139,"Low Risk","Improper food storage"
33190,"20130130",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33190,"20130130",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
33190,"20141002",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33198,"20150414",103159,"Low Risk","Worker safety hazards"
33198,"20150414",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33198,"20150414",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33198,"20131010",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
33198,"20131010",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33198,"20131010",103148,"Low Risk","No thermometers or uncalibrated thermometers "
33198,"20131010",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
33198,"20131010",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33198,"20131010",103156,"Low Risk","Permit license or inspection report not posted"
33198,"20140403",103156,"Low Risk","Permit license or inspection report not posted"
33198,"20140403",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
33198,"20140403",103102,"High Risk","Unclean hands or improper use of gloves"
33198,"20140403",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33198,"20130308",103114,"High Risk","High risk vermin infestation"
33198,"20130308",103108,"High Risk","Contaminated or adulterated food"
33198,"20130308",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33198,"20130308",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
33198,"20130308",103109,"High Risk","Unclean or unsanitary food contact surfaces"
33222,"20131206",103133,"Moderate Risk","Foods not protected from contamination"
33222,"20131206",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33222,"20140610",103107,"High Risk","Improper reheating of food"
33222,"20140610",103157,"Low Risk","Food safety certificate or food handler card not available"
33247,"20141105",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33247,"20130829",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33247,"20140307",103142,"Low Risk","Unclean nonfood contact surfaces"
33247,"20140307",103104,"High Risk","Unauthorized or unsafe use of time as a public health control measure"
33247,"20140307",103132,"Moderate Risk","Improper thawing methods "
33247,"20140307",103137,"Low Risk","Improperly washed fruits and vegetables"
33247,"20121217",103132,"Moderate Risk","Improper thawing methods "
33247,"20121217",103133,"Moderate Risk","Foods not protected from contamination"
33247,"20121217",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33270,"20140115",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33270,"20140115",103133,"Moderate Risk","Foods not protected from contamination"
33270,"20140115",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
33270,"20140115",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33270,"20140115",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33270,"20130718",103109,"High Risk","Unclean or unsanitary food contact surfaces"
33270,"20130718",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
33270,"20130718",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33270,"20130718",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33270,"20130718",103156,"Low Risk","Permit license or inspection report not posted"
33270,"20130718",103157,"Low Risk","Food safety certificate or food handler card not available"
33270,"20130718",103147,"Low Risk","Inadequate ventilation or lighting"
33270,"20130718",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33270,"20130718",103145,"Low Risk","Improper storage of equipment utensils or linens"
33270,"20141105",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33315,"20130206",103120,"Moderate Risk","Moderate risk food holding temperature "
33375,"20130726",103123,"Moderate Risk","Food in poor condition"
33375,"20130726",103162,"Low Risk","Other low risk violation"
33375,"20130726",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33379,"20130726",103162,"Low Risk","Other low risk violation"
33379,"20130726",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33386,"20140506",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33386,"20140506",103139,"Low Risk","Improper food storage"
33386,"20140506",103145,"Low Risk","Improper storage of equipment utensils or linens"
33386,"20121114",103120,"Moderate Risk","Moderate risk food holding temperature "
33386,"20140827",103120,"Moderate Risk","Moderate risk food holding temperature "
33386,"20140827",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33386,"20140827",103150,"Low Risk","Improper or defective plumbing"
33386,"20140827",103109,"High Risk","Unclean or unsanitary food contact surfaces"
33386,"20140827",103145,"Low Risk","Improper storage of equipment utensils or linens"
33387,"20150126",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33387,"20150126",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33387,"20131114",103145,"Low Risk","Improper storage of equipment utensils or linens"
33387,"20131114",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33387,"20131114",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33387,"20131114",103139,"Low Risk","Improper food storage"
33387,"20140604",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33387,"20140604",103142,"Low Risk","Unclean nonfood contact surfaces"
33387,"20130219",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33387,"20130219",103134,"Moderate Risk","Other moderate risk violation"
33387,"20130219",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33388,"20131028",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33388,"20140425",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33388,"20130124",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33388,"20130214",103120,"Moderate Risk","Moderate risk food holding temperature "
33388,"20130124",103142,"Low Risk","Unclean nonfood contact surfaces"
33388,"20130124",103147,"Low Risk","Inadequate ventilation or lighting"
33388,"20130124",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33388,"20130124",103157,"Low Risk","Food safety certificate or food handler card not available"
33388,"20130124",103161,"Low Risk","Low risk vermin infestation"
33388,"20130124",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33388,"20130124",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33413,"20150316",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33413,"20130912",103139,"Low Risk","Improper food storage"
33413,"20140213",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33413,"20140213",103156,"Low Risk","Permit license or inspection report not posted"
33436,"20150121",103133,"Moderate Risk","Foods not protected from contamination"
33436,"20150121",103109,"High Risk","Unclean or unsanitary food contact surfaces"
33436,"20150121",103145,"Low Risk","Improper storage of equipment utensils or linens"
33436,"20150121",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33436,"20150121",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33436,"20150121",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33436,"20150121",103114,"High Risk","High risk vermin infestation"
33436,"20140225",103103,"High Risk","High risk food holding temperature "
33436,"20140225",103139,"Low Risk","Improper food storage"
33436,"20140225",103129,"Moderate Risk","Insufficient hot water or running water"
33436,"20140225",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33436,"20140225",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
33436,"20140225",103105,"High Risk","Improper cooling methods"
33436,"20140225",103145,"Low Risk","Improper storage of equipment utensils or linens"
33436,"20130226",103129,"Moderate Risk","Insufficient hot water or running water"
33436,"20130226",103132,"Moderate Risk","Improper thawing methods "
33436,"20130226",103103,"High Risk","High risk food holding temperature "
33436,"20130226",103142,"Low Risk","Unclean nonfood contact surfaces"
33436,"20130226",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33436,"20130226",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33436,"20130226",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33436,"20130226",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33442,"20150130",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33442,"20150130",103133,"Moderate Risk","Foods not protected from contamination"
33442,"20150130",103102,"High Risk","Unclean hands or improper use of gloves"
33442,"20140416",103133,"Moderate Risk","Foods not protected from contamination"
33442,"20140416",103136,"Low Risk","Unsanitary employee garments hair or nails"
33442,"20140416",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33442,"20140416",103145,"Low Risk","Improper storage of equipment utensils or linens"
33442,"20140416",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33442,"20140416",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33442,"20140416",103142,"Low Risk","Unclean nonfood contact surfaces"
33442,"20130205",103108,"High Risk","Contaminated or adulterated food"
33442,"20130205",103114,"High Risk","High risk vermin infestation"
33445,"20150629",103114,"High Risk","High risk vermin infestation"
33445,"20150625",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33445,"20150625",103131,"Moderate Risk","Moderate risk vermin infestation"
33445,"20150625",103129,"Moderate Risk","Insufficient hot water or running water"
33445,"20150625",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33445,"20150625",103103,"High Risk","High risk food holding temperature "
33445,"20150625",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33445,"20131003",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33445,"20131003",103102,"High Risk","Unclean hands or improper use of gloves"
33445,"20140604",103105,"High Risk","Improper cooling methods"
33445,"20140604",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33445,"20121016",103105,"High Risk","Improper cooling methods"
33445,"20121016",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33445,"20121016",103103,"High Risk","High risk food holding temperature "
33445,"20121016",103148,"Low Risk","No thermometers or uncalibrated thermometers "
33445,"20121016",103133,"Moderate Risk","Foods not protected from contamination"
33446,"20131211",103103,"High Risk","High risk food holding temperature "
33446,"20131211",103109,"High Risk","Unclean or unsanitary food contact surfaces"
33446,"20131211",103102,"High Risk","Unclean hands or improper use of gloves"
33446,"20140107",103147,"Low Risk","Inadequate ventilation or lighting"
33446,"20131211",103157,"Low Risk","Food safety certificate or food handler card not available"
33446,"20140107",103142,"Low Risk","Unclean nonfood contact surfaces"
33446,"20131211",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33446,"20130627",103102,"High Risk","Unclean hands or improper use of gloves"
33446,"20130709",103135,"Low Risk","No person in charge of food facility"
33446,"20130709",103103,"High Risk","High risk food holding temperature "
33446,"20130627",103103,"High Risk","High risk food holding temperature "
33446,"20130627",103114,"High Risk","High risk vermin infestation"
33446,"20130627",103108,"High Risk","Contaminated or adulterated food"
33446,"20130627",103109,"High Risk","Unclean or unsanitary food contact surfaces"
33446,"20130709",103120,"Moderate Risk","Moderate risk food holding temperature "
33446,"20130709",103162,"Low Risk","Other low risk violation"
33446,"20130709",103139,"Low Risk","Improper food storage"
33446,"20130628",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
33446,"20130709",103102,"High Risk","Unclean hands or improper use of gloves"
33446,"20130716",103114,"High Risk","High risk vermin infestation"
33446,"20130709",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33446,"20130718",103120,"Moderate Risk","Moderate risk food holding temperature "
33446,"20130718",103131,"Moderate Risk","Moderate risk vermin infestation"
33446,"20140527",103120,"Moderate Risk","Moderate risk food holding temperature "
